,#,Player,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFG%,TS%
48,1748,Jake Voskuhl,450,6439,1814,673,1381,48.7,1,3,33.3,467,654,71.4,562,977,1539,237,148,166,340,48.8,54.4
49,1748,Johnny Warren,303,4931,1814,754,1754,43.0,,,,306,370,82.7,42,86,687,564,27,6,,43.0,47.3
50,1750,Johnny Norlander,217,,1811,659,2007,32.8,,,,493,728,67.7,,,9,218,,,,32.8,38.9
0,,,,,,,,,,,,,,,,,,,,,,,
1,1751,Jamario Moon,286,6451,1807,723,1568,46.1,177,538,32.9,184,229,80.3,201,1026,1227,291,229,236,147,51.8,54.1
2,1752,Pete Myers,377,6039,1804,660,1568,42.1,32,146,21.9,452,677,66.8,220,451,671,807,263,76,465,43.1,48.3
3,1752,George Nostrand,221,0,1804,678,2222,30.5,,,,448,832,53.8,,,0,184,,,,30.5,34.9
4,1752,Glenn Robinson III,304,5300,1804,689,1508,45.7,193,518,37.3,233,299,77.9,204,572,776,238,149,58,155,52.1,55.0
5,1755,Franklin Edwards,296,4436,1802,738,1644,44.9,1,33,3.0,325,409,79.5,78,222,300,774,249,21,398,44.9,49.4
6,1756,Harold Miner,200,3748,1801,692,1504,46.0,23,74,31.1,394,502,78.5,191,241,432,245,80,27,278,46.8,52.2
7,1757,Denzel Valentine,256,4818,1795,680,1728,39.4,361,1004,36.0,74,94,78.7,101,756,857,466,159,31,228,49.8,50.7
8,1758,Anthony Randolph,252,3841,1789,677,1494,45.3,20,83,24.1,415,561,74.0,335,743,1078,187,150,224,298,46.0,51.4
9,1759,Richie Regan,215,5494,1785,699,2030,34.4,,,,387,540,71.7,,,554,629,,,,34.4,39.4
10,1760,Kevin Stacom,347,4539,1781,769,1844,41.7,1,2,50.0,242,315,76.8,190,321,511,524,111,15,158,41.7,44.9
11,1761,Tom Abernethy,319,5434,1779,724,1472,49.2,0,2,0.0,331,443,74.7,374,637,1011,384,185,60,129,49.2,53.4
12,1762,Rodney Carney,299,4600,1778,675,1599,42.2,200,591,33.8,228,324,70.4,164,424,588,132,159,100,157,48.5,51.0
13,1763,Joseph Reiser,171,,1773,618,1927,32.1,,,,537,696,77.2,,,,346,,,,32.1,39.7
14,1764,Shawne Williams,314,5368,1769,650,1612,40.3,275,812,33.9,194,257,75.5,247,698,945,220,127,156,197,48.9,51.3
15,1765,Ben Warley,288,4656,1767,600,1454,41.3,,,,567,783,72.4,,,1524,204,,,,41.3,49.1
16,1766,Jalen Smith,207,3407,1766,674,1303,51.7,159,474,33.5,259,350,74.0,349,726,1075,157,54,143,165,57.8,60.6
17,1767,Don Boven,195,3355,1763,561,1653,33.9,,,,641,908,70.6,,,553,393,,,,33.9,42.9
18,1768,DeAndre' Bembry,296,5670,1750,720,1519,47.4,106,375,28.3,204,334,61.1,185,765,950,533,291,120,367,50.9,52.5
19,1769,Jaylen Nowell,197,3351,1748,671,1504,44.6,189,597,31.7,217,272,79.8,86,339,425,362,98,30,139,50.9,53.8
20,1770,Sergio Rodriguez,353,5280,1747,676,1651,40.9,202,600,33.7,193,261,73.9,121,404,525,1183,212,13,491,47.1,49.5
21,1771,Dan Dickau,300,4616,1745,608,1517,40.1,179,525,34.1,350,421,83.1,75,330,405,752,164,11,324,46.0,51.3
22,1772,Leon Wood,274,4531,1742,598,1525,39.2,173,530,32.6,373,471,79.2,74,242,316,867,127,4,279,44.9,50.3
23,1773,Dick Gibbs,333,4310,1739,675,1678,40.2,,,,389,487,79.9,159,231,624,260,67,35,,40.2,45.9
24,1774,Dean Garrett,359,6966,1737,722,1504,48.0,0,0,0.0,293,433,67.7,597,1213,1810,204,168,372,203,48.0,51.3
25,1774,John Palmer,148,,1737,624,1916,32.6,,,,489,662,73.9,,,,187,,,,32.6,39.3
26,1776,Dave Sorenson,213,3857,1734,690,1562,44.2,,,,354,455,77.8,,,997,280,,,,44.2,49.2
27,1777,Eldridge Recasner,296,5116,1732,629,1478,42.6,239,584,40.9,235,265,88.7,131,403,534,522,129,12,305,50.6,54.3
28,1778,Landry Fields,255,6010,1731,684,1446,47.3,120,361,33.2,243,365,66.6,248,844,1092,419,212,45,270,51.5,53.9
29,1778,Lorenzo Romar,291,5188,1731,720,1553,46.4,19,90,21.1,272,363,74.9,66,319,385,1022,244,29,350,47.0,50.5
30,1780,Tyus Edney,226,4740,1728,583,1438,40.5,65,202,32.2,497,617,80.6,122,271,393,910,217,6,395,42.8,50.5
31,1781,Francisco Elson,472,7210,1726,725,1517,47.8,3,16,18.8,273,390,70.0,497,1141,1638,260,228,255,355,47.9,51.1
32,1782,Joey Hassett,292,3642,1723,712,1691,42.1,194,577,33.6,105,122,86.1,102,205,307,386,126,17,178,47.8,49.4
33,1782,Naji Marshall,230,4485,1723,608,1416,42.9,174,556,31.3,333,429,77.6,154,655,809,467,162,44,246,49.1,53.7
34,1784,Jonathan Isaac,205,4550,1717,641,1427,44.9,182,533,34.1,253,328,77.1,261,784,1045,182,202,280,182,51.3,54.6
35,1784,Greg Kite,680,10080,1717,716,1634,43.8,1,6,16.7,284,584,48.6,903,1704,2607,345,171,414,543,43.8,45.4
36,1786,Tommy Byrnes,265,0,1712,655,2190,29.9,,,,402,620,64.8,,,72,311,,,,29.9,34.8
37,1787,Juancho Hernangomez,339,5269,1711,590,1379,42.8,266,777,34.2,265,392,67.6,268,863,1131,216,131,71,167,52.4,55.1
38,1788,Tellis Frank,264,4703,1710,639,1456,43.9,0,4,0.0,432,583,74.1,363,659,1022,276,158,95,326,43.9,49.9
39,1789,David Johnson,204,2295,1705,692,2117,32.7,,,,321,434,74.0,,,498,569,,,,32.7,36.9
40,1790,Killian Hayes,210,5479,1704,671,1758,38.2,166,599,27.7,196,253,77.5,81,538,619,1090,245,93,418,42.9,45.6
41,1791,Andrew Nicholson,285,4080,1700,708,1517,46.7,87,271,32.1,197,255,77.3,188,669,857,126,74,95,212,49.5,52.2
42,1792,Negele Knight,276,4513,1699,671,1539,43.6,25,95,26.3,332,455,73.0,114,237,351,780,123,30,357,44.4,48.8
43,1792,Jalen McDaniels,248,4543,1699,635,1414,44.9,174,540,32.2,255,328,77.7,178,651,829,291,164,84,215,51.1,54.5
